"","ORISPL","Facility","Net Power Output 2018 (GWh)","Primary Fuel Category","Announced Retirment Year","Weighted Sum Model Score (Prioritization Rank)","Emissions Health Costs (Millions) [Percentile]","Hazardous Air Pollutant Hazard (Billions) [Percentile]","Carbon Dioxide Emissions (Megatons) [Percentile]","Vulnerable Population within 5km (total) [Percentile]","Vulnerable Population within 10km (total) [Percentile]","Vulnerable Population within 50km (total) [Percentile]"
"1724","54968","Alliant SBD 9502 Eaton, Wright, IA",0.1,"Oil",NA,"85.7 (1724)","$0.1 [24]","0.4 [26]","0 [21]","707 [22]","707 [10]","20,322 [13]"
"1725","57345","Kettle Butte Digester, LLC, JEFFERSON, ID",6.8,"Other",NA,"85.5 (1725)","$0.4 [40]","NA [NA]","0.01 [36]","NA [NA]","201 [1]","54,460 [27]"
"1726","3477","Lone Star Power Plant, Morris, TX",5.9,"Gas",NA,"85.5 (1726)","$0 [18]","0 [8]","0.01 [35]","647 [21]","1,180 [16]","91,798 [38]"
"1727","3112","Orrtanna, Adams, PA",0.2,"Oil",NA,"85.2 (1727)","$0.1 [27]","0 [2]","0 [24]","279 [8]","3,715 [34]","171,375 [52]"
"1728","3155","TalenEnergy Martins Creek LLC Williamsport, Lycoming, PA",0.2,"Oil",NA,"85 (1728)","$0 [15]","0 [2]","0 [16]","13,556 [71]","16,467 [56]","63,866 [29]"
"1729","7791","Montpelier, Williams, OH",0.5,"Oil",NA,"85 (1729)","$0.2 [33]","NA [NA]","0 [24]","1,315 [32]","2,206 [26]","53,389 [26]"
"1730","56263","Albemarle Prime Power Park, Stanly, NC",0.1,"Oil",NA,"84.4 (1730)","$0 [20]","NA [NA]","0 [17]","2,252 [42]","8,811 [48]","187,042 [53]"
"1731","971","Waterloo, Monroe, IL",0.5,"Gas",NA,"84.3 (1731)","$0 [21]","NA [NA]","0 [23]","856 [25]","1,673 [22]","542,599 [74]"
"1732","58051","Vitro Architectural Glass (PA), Cumberland, PA",0.1,"Oil",NA,"84.3 (1732)","$0.1 [23]","NA [NA]","0 [15]","1,437 [34]","8,158 [47]","253,150 [59]"
"1733","56519","Salem Electric Department, Salem City, VA",0.1,"Oil",NA,"84 (1733)","$0 [14]","NA [NA]","0 [13]","5,719 [58]","35,648 [69]","122,305 [44]"
"1734","1891","Laskin Energy Center, St Louis, MN",13.9,"Gas",NA,"83.9 (1734)","$0.1 [26]","0 [6]","0.01 [45]","126 [2]","879 [12]","8,609 [5]"
"1735","56420","Renick Run Pumping Station 03-04, Franklin, OH",0,"Oil",NA,"83.8 (1735)","$0 [0]","NA [NA]","0 [0]","40,244 [87]","163,119 [90]","526,429 [73]"
"1736","7339","Wellington 2, Sumner, KS",1.8,"Gas",NA,"83.3 (1736)","$0 [17]","NA [NA]","0 [29]","1,887 [39]","2,152 [25]","143,602 [48]"
"1737","56269","IBM West, Olmsted, MN",0.1,"Oil",NA,"83.1 (1737)","$0 [18]","NA [NA]","0 [13]","13,632 [71]","25,490 [64]","42,468 [21]"
"1738","2487","West Coxsackie, Greene, NY",0.6,"Gas",NA,"83.1 (1738)","$0 [16]","NA [NA]","0 [24]","1,855 [39]","4,437 [37]","178,503 [53]"
"1739","56339","Albemarle Hospital Unit, Stanly, NC",0.1,"Oil",NA,"82.9 (1739)","$0 [15]","NA [NA]","0 [13]","6,232 [60]","9,027 [49]","222,381 [56]"
"1740","56129","Thermal Kem, York, SC",0,"Oil",NA,"82.5 (1740)","$0 [8]","NA [NA]","0 [7]","7,919 [63]","28,187 [65]","528,851 [74]"
"1741","2485","South Cairo, Greene, NY",0.3,"Oil",NA,"82.4 (1741)","$0.1 [26]","NA [NA]","0 [23]","984 [28]","2,376 [28]","122,497 [44]"
"1742","7930","Russell Energy Center, Russell, KS",1.2,"Gas",NA,"82.2 (1742)","$0 [11]","0.7 [30]","0 [26]","833 [25]","1,008 [14]","9,470 [5]"
"1743","6518","Kings Beach, Placer, CA",0.3,"Oil",NA,"82.1 (1743)","$0 [19]","NA [NA]","0 [22]","1,639 [36]","3,733 [34]","192,361 [54]"
"1744","57207","Thomson Reuters Data Center Bldg ES101, Dakota, MN",0,"Oil",NA,"81.8 (1744)","$0 [8]","NA [NA]","0 [4]","5,886 [59]","38,525 [70]","746,767 [79]"
"1745","62003","Saint Catherine of Siena Medical Center, Suffolk, NY",0,"Oil",NA,"81.8 (1745)","$0 [10]","NA [NA]","0 [3]","5,110 [56]","19,465 [59]","1,849,547 [90]"
"1746","943","Freeburg, St Clair, IL",0.1,"Oil",NA,"81.6 (1746)","$0 [21]","0 [4]","0 [16]","399 [14]","4,402 [37]","489,261 [72]"
"1747","10553","Anderson Power Products Division, Worcester, MA",0,"Oil","2021","81.6 (1747)","$0 [15]","NA [NA]","0 [7]","3,964 [52]","16,341 [56]","464,415 [71]"
"1748","8015","Paragould Reciprocating, Greene, AR",0.5,"Gas",NA,"81.5 (1748)","$0 [19]","NA [NA]","0 [22]","3,188 [48]","7,189 [45]","64,002 [29]"
"1749","59792","Orchard Hills Renewable Energy Station, Ogle, IL",0.2,"Other",NA,"81.2 (1749)","$0 [20]","NA [NA]","0 [19]","983 [28]","7,617 [46]","187,630 [53]"
"1750","7776","Napoleon Peaking, Henry, OH",0.2,"Oil",NA,"81.1 (1750)","$0.1 [27]","NA [NA]","0 [19]","1,718 [37]","2,691 [29]","107,732 [41]"
"1751","934","Breese, Clinton, IL",0.3,"Oil",NA,"80.5 (1751)","$0.1 [27]","0 [5]","0 [21]","729 [23]","1,430 [19]","98,621 [39]"
"1752","56342","Maiden Community Center, Catawba, NC",0,"Oil",NA,"80.3 (1752)","$0 [14]","NA [NA]","0 [12]","2,298 [42]","13,092 [53]","409,546 [67]"
"1753","1989","Litchfield, Meeker, MN",0.3,"Oil",NA,"80.3 (1753)","$0.1 [26]","0 [9]","0 [21]","1,358 [33]","1,668 [21]","30,138 [17]"
"1754","2144","Marshall (MO), Saline, MO",0.7,"Gas",NA,"80.2 (1754)","$0 [17]","0 [3]","0 [25]","4,417 [54]","4,617 [38]","29,502 [16]"
"1755","1844","Marshall (MI), Calhoun, MI",0,"Gas",NA,"79.9 (1755)","$0.1 [24]","NA [NA]","0 [19]","1,893 [39]","2,487 [28]","118,688 [44]"
"1756","2237","Falls City, Richardson, NE",2.5,"Gas",NA,"79.5 (1756)","$0.3 [35]","NA [NA]","0 [29]","1,017 [28]","1,017 [14]","9,537 [5]"
"1757","55099","NRG Sterlington Power, Ouachita, LA",1.5,"Gas",NA,"79.4 (1757)","$0 [12]","0 [8]","0 [29]","1,054 [29]","1,863 [23]","99,389 [40]"
"1758","55991","Brady, Churchill, NV",77.4,"Other",NA,"79.2 (1758)","$0.4 [37]","NA [NA]","0.01 [37]","NA [NA]","476 [6]","12,907 [8]"
"1759","944","Geneseo, Henry, IL",0,"Gas",NA,"79.1 (1759)","$0.1 [25]","0 [6]","0 [20]","934 [27]","1,133 [15]","108,162 [41]"
"1760","58400","Central Energy Facility, Pickens, SC",0.1,"Gas",NA,"79 (1760)","$0 [3]","NA [NA]","0 [16]","8,317 [64]","18,895 [59]","223,700 [57]"
"1761","56995","Georgetown LFGTE, Georgetown, SC",0.5,"Other",NA,"78.9 (1761)","$0 [17]","NA [NA]","0 [24]","1,150 [30]","7,917 [46]","97,942 [39]"
"1762","56549","Granite Falls Walmart, Caldwell, NC",0,"Oil",NA,"78.7 (1762)","$0 [13]","NA [NA]","0 [11]","3,471 [50]","20,926 [60]","172,912 [52]"
"1763","2137","Jackson (MO), Cape Girardeau, MO",0.1,"Oil",NA,"78.3 (1763)","$0 [21]","NA [NA]","0 [21]","3,255 [49]","5,106 [39]","39,979 [20]"
"1764","55025","Yates Gas Plant, Pecos, TX",24.3,"Gas",NA,"78 (1764)","$0.1 [24]","NA [NA]","0.01 [47]","430 [15]","430 [6]","1,709 [1]"
"1765","10287","Beowawe Power, Lander, NV",99.5,"Other",NA,"77.9 (1765)","$0.4 [38]","NA [NA]","0.01 [40]","NA [NA]","NA [NA]","1,510 [0]"
"1766","56489","Elkins Generating Center, Washington, AR",5.4,"Gas",NA,"77.7 (1766)","$0.1 [23]","NA [NA]","0 [33]","NA [NA]","1,376 [18]","134,730 [46]"
"1767","62117","Beloit Memorial Hospital Power Plant, Rock, WI",0,"Gas",NA,"77.3 (1767)","$0 [6]","NA [NA]","0 [11]","9,171 [66]","22,972 [62]","188,941 [54]"
"1768","54667","Chino Mines, Grant, NM",23.7,"Gas",NA,"77.3 (1768)","$0 [8]","NA [NA]","0.02 [50]","525 [17]","3,376 [33]","14,313 [9]"
"1769","57597","Cana Gas Processing Plant, Canadian, OK",1,"Oil",NA,"77.1 (1769)","$0.1 [30]","NA [NA]","0 [26]","NA [NA]","1,154 [16]","142,650 [47]"
"1770","54823","Smithfield Farmland Corp Bladen, Bladen, NC",0.4,"Oil",NA,"77 (1770)","$0.1 [26]","NA [NA]","0 [22]","NA [NA]","2,283 [27]","293,743 [62]"
"1771","56138","Anderson Erickson, Polk, IA",0,"Oil",NA,"77 (1771)","$0 [3]","NA [NA]","0 [2]","34,849 [84]","78,568 [80]","162,478 [51]"
"1772","969","Sullivan (IL), Moultrie, IL",0.3,"Oil",NA,"77 (1772)","$0.1 [27]","0 [3]","0 [21]","1,151 [30]","1,280 [17]","60,154 [28]"
"1773","56340","Cherryville City Hall, Gaston, NC",0,"Oil",NA,"76.5 (1773)","$0 [13]","NA [NA]","0 [11]","2,392 [43]","7,508 [45]","379,459 [66]"
"1774","59660","Washington City Electric Generation, Washington, UT",0.1,"Gas",NA,"76.3 (1774)","$0 [14]","NA [NA]","0 [25]","2,040 [40]","9,841 [50]","41,062 [21]"
"1775","4100","Arcadia Electric, Trempealeau, WI",0.2,"Gas",NA,"76.3 (1775)","$0.2 [31]","NA [NA]","0 [24]","861 [26]","1,765 [23]","29,216 [16]"
"1776","6554","Waverly Municipal Electric North Plant, Bremer, IA",0.3,"Oil",NA,"76.3 (1776)","$0.1 [25]","0 [3]","0 [20]","1,544 [36]","2,004 [24]","47,809 [24]"
"1777","56368","Water Treatment Plant Generators, Prince William, VA",0,"Oil",NA,"76.2 (1777)","$0 [4]","NA [NA]","0 [1]","8,918 [65]","28,736 [66]","864,218 [81]"
"1778","3708","Ascutney, Windsor, VT",0.3,"Oil",NA,"76 (1778)","$0.1 [30]","NA [NA]","0 [27]","311 [10]","3,232 [32]","29,756 [16]"
"1779","1166","Mt Pleasant, Henry, IA",0.3,"Oil",NA,"75.8 (1779)","$0.1 [26]","NA [NA]","0 [20]","2,464 [44]","2,535 [29]","29,991 [17]"
"1780","1975","Glencoe, McLeod, MN",0.2,"Oil",NA,"75.7 (1780)","$0.1 [24]","0 [9]","0 [17]","1,560 [36]","1,679 [22]","37,634 [19]"
"1781","1296","Kingman Municipal Power and Light Plant, Kingman, KS",2.7,"Gas",NA,"75.6 (1781)","$0.2 [31]","0 [13]","0 [30]","NA [NA]","NA [NA]","5,006 [4]"
"1782","54735","Alliant SBD 9301 Prairie Farms, Dubuque, IA",0.1,"Oil",NA,"75.5 (1782)","$0 [15]","NA [NA]","0 [14]","11,665 [69]","14,216 [54]","30,488 [17]"
"1783","1993","Marshall (MN), Lyon, MN",0.2,"Oil",NA,"75.4 (1783)","$0 [21]","NA [NA]","0 [22]","4,153 [53]","4,458 [37]","10,937 [6]"
"1784","57296","Carleton College, Rice, MN",0.1,"Oil",NA,"75.2 (1784)","$0 [16]","NA [NA]","0 [10]","4,522 [55]","5,043 [39]","191,700 [54]"
"1785","1840","Plant Four, Marquette, MI",0.1,"Oil",NA,"75 (1785)","$0 [18]","NA [NA]","0 [20]","5,828 [58]","6,925 [44]","14,983 [9]"
"1786","54715","Alliant SBD 9107 JBS USA, Marshall, IA",0.1,"Oil",NA,"74.9 (1786)","$0 [17]","NA [NA]","0 [14]","8,602 [65]","10,823 [50]","28,322 [16]"
"1787","2801","Jamestown, Stutsman, ND",0.2,"Oil",NA,"74.8 (1787)","$0.1 [23]","NA [NA]","0 [25]","2,578 [45]","3,078 [32]","4,680 [3]"
"1788","7754","Nodaway Power Plant, Nodaway, MO",11,"Gas",NA,"74.8 (1788)","$0.1 [24]","NA [NA]","0.01 [39]","NA [NA]","2,285 [27]","12,249 [7]"
"1789","7770","1515 S Caron Road, Ogle, IL",0.3,"Gas",NA,"74.7 (1789)","$0 [11]","NA [NA]","0 [21]","2,506 [44]","4,766 [38]","152,168 [49]"
"1790","54414","John Deere Dubuque Works, Dubuque, IA",0,"Oil",NA,"74.5 (1790)","$0.1 [24]","NA [NA]","0 [18]","1,031 [28]","12,886 [53]","30,961 [17]"
"1791","60235","Perdue Diesel Generation Facility, Accomack, VA",0.2,"Oil",NA,"74.4 (1791)","$0.1 [25]","NA [NA]","0 [18]","2,251 [42]","4,561 [37]","25,090 [15]"
"1792","54675","Spartanburg Water System, Spartanburg, SC",0.1,"Oil",NA,"74.4 (1792)","$0 [13]","NA [NA]","0 [11]","1,974 [40]","9,485 [49]","281,112 [61]"
"1793","6619","Burlington (CO), Kit Carson, CO",3.7,"Oil",NA,"74.4 (1793)","$0.2 [32]","NA [NA]","0 [34]","NA [NA]","1,706 [22]","3,792 [3]"
"1794","7556","State Farm, McLean, IL",0,"Oil",NA,"74.3 (1794)","$0 [11]","NA [NA]","0 [7]","14,739 [72]","38,533 [70]","58,644 [28]"
"1795","55372","New Harquahala Generating Company, LLC, Maricopa, AZ",2.7,"Gas",NA,"74.2 (1795)","$0 [5]","0.1 [20]","0 [30]","1,194 [31]","1,194 [16]","13,567 [8]"
"1796","1706","Gaylord - Consumers, Otsego, MI",1.2,"Gas",NA,"73.8 (1796)","$0 [19]","NA [NA]","0 [28]","1,595 [36]","2,769 [30]","24,745 [15]"
"1797","1332","West 14th Street, Cowley, KS",0.7,"Gas",NA,"73.8 (1797)","$0 [13]","0 [1]","0 [27]","2,960 [47]","3,833 [35]","34,678 [18]"
"1798","55534","Water Filter Plant #2, Burke, NC",0,"Oil",NA,"73.5 (1798)","$0 [11]","NA [NA]","0 [11]","4,484 [54]","12,819 [53]","140,149 [47]"
"1799","8020","Baldwin City Plant No 2, Douglas, KS",0.3,"Oil",NA,"73.4 (1799)","$0.1 [23]","NA [NA]","0 [21]","830 [25]","1,047 [14]","149,785 [48]"
"1800","54716","Alliant SBD 8602 Marion Sub, Linn, IA",0,"Oil",NA,"73.3 (1800)","$0 [11]","NA [NA]","0 [7]","9,112 [65]","26,768 [64]","88,460 [36]"
"1801","1997","Mora, Kanabec, MN",0.1,"Oil",NA,"73.3 (1801)","$0.1 [30]","NA [NA]","0 [23]","876 [26]","1,565 [20]","23,446 [14]"
"1802","55052","Jameson Gas Processing Plant, Coke, TX",14.7,"Gas",NA,"73 (1802)","$0.2 [33]","NA [NA]","0.01 [39]","NA [NA]","NA [NA]","5,432 [4]"
"1803","2024","Worthington, Nobles, MN",0.1,"Oil",NA,"72.8 (1803)","$0 [18]","NA [NA]","0 [16]","6,906 [61]","7,328 [45]","16,620 [11]"
"1804","7767","Bloomington Power Plant, Washington, UT",0.2,"Oil",NA,"72.7 (1804)","$0 [13]","NA [NA]","0 [19]","2,706 [46]","15,229 [55]","43,673 [22]"
"1805","61076","City of Shelby Electric Distribution, Richland, OH",0.1,"Oil",NA,"72.7 (1805)","$0 [21]","NA [NA]","0 [15]","2,100 [41]","3,363 [33]","83,024 [34]"
"1806","7971","Pella Peaking, Marion, IA",0.3,"Oil",NA,"72.5 (1806)","$0.1 [28]","NA [NA]","0 [22]","1,480 [35]","1,480 [20]","24,458 [15]"
"1807","56548","Drexel Operations Center, Burke, NC",0,"Oil",NA,"72.5 (1807)","$0 [12]","NA [NA]","0 [12]","2,652 [46]","11,867 [51]","154,458 [49]"
"1808","1826","Grand Haven Diesel Plant, Ottawa, MI",0.1,"Gas",NA,"72.4 (1808)","$0 [12]","NA [NA]","0 [10]","3,085 [48]","8,001 [46]","224,783 [57]"
"1809","1126","Bellevue, Jackson, IA",1,"Oil",NA,"72.2 (1809)","$0.3 [37]","NA [NA]","0 [26]","101 [1]","668 [9]","34,301 [18]"
"1810","7281","Gardner Energy Center, Johnson, KS",0,"Gas",NA,"72.2 (1810)","$0 [2]","NA [NA]","0 [9]","4,222 [54]","19,181 [59]","490,426 [72]"
"1811","57600","Fishers Island 1, Suffolk, NY",0.2,"Oil",NA,"71.9 (1811)","$0.1 [27]","NA [NA]","0 [18]","6 [0]","5,414 [41]","99,848 [40]"
"1812","959","Red Bud, Randolph, IL",0.2,"Oil",NA,"71.9 (1812)","$0 [21]","0 [5]","0 [16]","539 [18]","772 [11]","237,952 [59]"
"1813","114","Douglas, Cochise, AZ",0.1,"Oil",NA,"71.9 (1813)","$0 [7]","NA [NA]","0 [22]","9,363 [66]","10,474 [50]","18,494 [11]"
"1814","58046","Works 53, Davidson, NC",0,"Oil",NA,"71.9 (1814)","$0 [8]","NA [NA]","0 [6]","3,063 [48]","16,762 [56]","422,541 [68]"
"1815","1881","Vestaburg, Montcalm, MI",1.1,"Gas",NA,"71.8 (1815)","$0 [21]","NA [NA]","0 [26]","719 [22]","1,673 [21]","68,279 [31]"
"1816","54731","Hendricks Regional Health, Hendricks, IN",0,"Oil",NA,"71.5 (1816)","$0 [14]","NA [NA]","0 [9]","1,455 [35]","5,114 [40]","509,646 [73]"
"1817","55002","Murphy-Brown LLC, Duplin, NC",0.1,"Oil",NA,"71.1 (1817)","$0 [14]","NA [NA]","0 [17]","1,770 [38]","5,535 [41]","121,750 [44]"
"1818","7429","Edenton Generators, Chowan, NC",0.1,"Oil",NA,"71 (1818)","$0.1 [23]","NA [NA]","0 [20]","713 [22]","3,709 [34]","57,472 [27]"
"1819","54316","Archer Daniels Midland Southport, Brunswick, NC",2.7,"Gas",NA,"70.9 (1819)","$0 [12]","NA [NA]","0 [30]","817 [25]","1,698 [22]","94,739 [39]"
"1820","1013","Northeast (IN), Vanderburgh, IN",0,"Gas",NA,"70.9 (1820)","$0 [2]","NA [NA]","0 [9]","10,163 [67]","45,497 [73]","108,690 [41]"
"1821","7828","Shelby South, Richland, OH",0.1,"Oil",NA,"70.9 (1821)","$0 [21]","NA [NA]","0 [15]","1,817 [38]","3,227 [32]","80,323 [34]"
"1822","7775","Versailles Peaking, Darke, OH",0.2,"Oil",NA,"70.8 (1822)","$0.1 [27]","NA [NA]","0 [20]","556 [18]","1,175 [16]","89,645 [37]"
"1823","2001","New Ulm, Brown, MN",0.1,"Oil",NA,"70.7 (1823)","$0 [15]","0 [13]","0 [17]","1,797 [38]","2,153 [25]","31,743 [17]"
"1824","60234","Belle Haven Diesel Generation Facility, Accomack, VA",0.2,"Oil",NA,"70.5 (1824)","$0.1 [26]","NA [NA]","0 [19]","1,114 [30]","3,352 [33]","19,815 [12]"
"1825","61990","TAC-Distributed Energy Resource Int., Champaign, IL",0,"Gas",NA,"69.7 (1825)","$0 [1]","NA [NA]","0 [1]","45,584 [88]","65,070 [77]","89,091 [37]"
"1826","56553","Catawba River Pollution Control, Burke, NC",0,"Oil",NA,"69.6 (1826)","$0 [10]","NA [NA]","0 [9]","3,666 [51]","12,571 [52]","147,663 [48]"
"1827","3120","Blossburg, Tioga, PA",3.8,"Gas",NA,"69.3 (1827)","$0.1 [25]","NA [NA]","0 [30]","338 [11]","973 [14]","35,055 [19]"
"1828","936","Carlyle, Clinton, IL",0.2,"Oil",NA,"69.3 (1828)","$0.1 [24]","0 [6]","0 [19]","666 [21]","1,327 [18]","43,248 [22]"
"1829","61266","Orme Park Water Treatment Plant, Johnson, IN",0,"Oil",NA,"69.2 (1829)","$0 [2]","NA [NA]","0 [2]","3,945 [52]","40,257 [71]","526,787 [74]"
"1830","10755","Rifle Generating Station, Garfield, CO",4.2,"Gas",NA,"69.2 (1830)","$0 [12]","NA [NA]","0 [32]","918 [26]","4,385 [37]","17,239 [11]"
"1831","7874","Edgerton, Williams, OH",0.2,"Oil",NA,"69.1 (1831)","$0.1 [26]","NA [NA]","0 [19]","521 [17]","1,620 [21]","87,170 [36]"
"1832","3147","TalenEnergy Martins Creek LLC Lock Haven, Lycoming, PA",0,"Oil",NA,"69 (1832)","$0 [13]","NA [NA]","0 [15]","4,302 [54]","5,219 [40]","65,158 [30]"
"1833","2942","St Marys, Auglaize, OH",0.2,"Oil",NA,"69 (1833)","$0 [16]","NA [NA]","0 [20]","2,035 [40]","2,284 [27]","71,800 [32]"
"1834","7827","Shelby North, Richland, OH",0.1,"Oil",NA,"69 (1834)","$0 [20]","NA [NA]","0 [13]","2,100 [41]","3,363 [33]","82,618 [34]"
"1835","7480","Rowesville Rd Plant, Orangeburg, SC",0,"Gas",NA,"69 (1835)","$0 [3]","NA [NA]","0 [15]","5,501 [57]","19,545 [59]","88,723 [37]"
"1836","59728","Substation 20 Plant, Orangeburg, SC",0.1,"Gas",NA,"69 (1836)","$0 [3]","NA [NA]","0 [16]","4,880 [55]","20,194 [60]","87,943 [36]"
"1837","7883","Powell Valley, Hancock, TN",0.6,"Oil",NA,"68.9 (1837)","$0.1 [28]","NA [NA]","0 [24]","185 [5]","608 [8]","86,397 [35]"
"1838","55954","Downtown, Southampton, VA",0,"Oil",NA,"67.7 (1838)","$0 [12]","NA [NA]","0 [10]","4,988 [56]","6,567 [43]","91,059 [38]"
"1839","58196","Cargill Salt Hersey, Osceola, MI",1.2,"Gas",NA,"67.5 (1839)","$0.1 [23]","NA [NA]","0 [30]","171 [4]","1,599 [21]","41,029 [21]"
"1840","1186","Spencer Gas Turbine, Clay, IA",0.2,"Oil",NA,"67.5 (1840)","$0 [20]","NA [NA]","0 [22]","2,392 [43]","2,392 [28]","12,329 [7]"
"1841","1750","Manistique, Schoolcraft, MI",0.3,"Oil",NA,"67.1 (1841)","$0.1 [28]","NA [NA]","0 [23]","1,123 [30]","1,123 [15]","3,723 [2]"
"1842","2852","Sidney (OH), Shelby, OH",0.1,"Oil",NA,"66.9 (1842)","$0 [13]","NA [NA]","0 [8]","4,458 [54]","5,895 [42]","100,399 [40]"
"1843","54364","Works 4, Wichita, TX",0.1,"Oil","2021","66.8 (1843)","$0 [11]","NA [NA]","0 [14]","2,661 [46]","12,859 [53]","51,954 [26]"
"1844","6519","Vergennes 9, Addison, VT",0.4,"Oil",NA,"66.6 (1844)","$0.1 [29]","NA [NA]","0 [22]","439 [15]","795 [11]","42,977 [22]"
"1845","1097","Merl Parr, Floyd, IA",0.1,"Gas",NA,"66.5 (1845)","$0 [15]","NA [NA]","0 [25]","2,228 [42]","2,228 [26]","18,143 [11]"
"1846","1188","Story City, Story, IA",0.3,"Oil",NA,"66.4 (1846)","$0.1 [26]","NA [NA]","0 [21]","669 [21]","1,224 [16]","41,029 [21]"
"1847","7781","Arcanum Peaking, Darke, OH",0.1,"Oil",NA,"66.3 (1847)","$0 [20]","NA [NA]","0 [14]","583 [19]","1,196 [16]","246,708 [59]"
"1848","57034","Willmar Municipal East Substation, Kandiyohi, MN",0.1,"Oil",NA,"66.2 (1848)","$0 [15]","NA [NA]","0 [11]","7,077 [61]","8,116 [47]","18,652 [11]"
"1849","54880","Kamin LLC Wrens Plant, Jefferson, GA",0.5,"Gas",NA,"66.2 (1849)","$0 [11]","NA [NA]","0 [26]","409 [14]","1,539 [20]","197,130 [54]"
"1850","7940","Ponton Diesel Generating Facility, Amelia, VA",0.2,"Oil",NA,"66.2 (1850)","$0 [21]","NA [NA]","0 [17]","474 [16]","1,438 [19]","161,914 [51]"
"1851","7878","Wellington, Lorain, OH",0.1,"Oil",NA,"65.9 (1851)","$0 [17]","NA [NA]","0 [10]","1,242 [32]","2,214 [26]","233,722 [58]"
"1852","1966","Blooming Prairie, Steele, MN",0.2,"Oil",NA,"65.9 (1852)","$0.1 [25]","0 [7]","0 [19]","382 [13]","556 [8]","47,744 [24]"
"1853","54929","Alliant SBD 9403 Aegon DC, Linn, IA",0,"Oil",NA,"65.8 (1853)","$0 [10]","NA [NA]","0 [6]","3,774 [51]","22,202 [61]","89,529 [37]"
"1854","52158","Aidlin Geothermal Power Plant, Sonoma, CA",114.2,"Other",NA,"65.8 (1854)","$0 [3]","NA [NA]","0.01 [46]","NA [NA]","270 [3]","141,192 [47]"
"1855","1198","Webster City, Hamilton, IA",0.2,"Oil",NA,"65.7 (1855)","$0 [19]","NA [NA]","0 [21]","1,906 [39]","1,952 [24]","25,891 [15]"
"1856","58996","St. Olaf StandBy Generators, Rice, MN",0,"Oil",NA,"65.7 (1856)","$0 [10]","NA [NA]","0 [6]","4,522 [55]","5,043 [39]","194,996 [54]"
"1857","2312","Wayne IC, Wayne, NE",0.2,"Oil",NA,"65.5 (1857)","$0.1 [23]","0 [1]","0 [20]","1,486 [35]","1,651 [21]","15,386 [10]"
"1858","57035","Willmar Municipal SW Substation, Kandiyohi, MN",0.1,"Oil",NA,"65.3 (1858)","$0 [15]","NA [NA]","0 [11]","5,864 [59]","7,594 [45]","18,550 [11]"
"1859","59664","City of West Plains Power Station, Howell, MO",0.5,"Gas",NA,"64.6 (1859)","$0 [7]","NA [NA]","0 [23]","3,900 [52]","4,849 [38]","20,637 [13]"
"1860","1138","Forest City Light Plant, Winnebago, IA",0.3,"Oil",NA,"64.6 (1860)","$0.1 [25]","NA [NA]","0 [20]","925 [27]","1,356 [18]","21,012 [13]"
"1861","7941","Nottoway Diesel Generating Facility, Southampton, VA",0.3,"Oil",NA,"64.2 (1861)","$0.1 [24]","NA [NA]","0 [19]","NA [NA]","2,674 [29]","74,600 [32]"
"1862","7579","Niles, Trumbull, OH",0,"Oil",NA,"64.1 (1862)","$0 [1]","NA [NA]","0 [0]","8,031 [63]","38,598 [70]","209,835 [56]"
"1863","1168","New Hampton, Chickasaw, IA",0.5,"Gas",NA,"63.7 (1863)","$0.1 [28]","NA [NA]","0 [22]","705 [22]","825 [12]","14,139 [9]"
"1864","56132","Honea Path, Abbeville, SC",0,"Oil",NA,"63.4 (1864)","$0 [11]","NA [NA]","0 [11]","1,328 [33]","2,903 [31]","264,884 [60]"
"1865","60236","Onancock Diesel Generation Facility, Accomack, VA",0.2,"Oil",NA,"62.8 (1865)","$0.1 [24]","NA [NA]","0 [18]","814 [24]","1,989 [24]","25,555 [15]"
"1866","1401","Buras, Plaquemines, LA",3.2,"Gas",NA,"62.7 (1866)","$0 [20]","NA [NA]","0 [33]","226 [6]","1,565 [20]","4,177 [3]"
"1867","54710","Alliant SBD 9205 A Y McDonald, Dubuque, IA",0,"Oil",NA,"62.4 (1867)","$0 [6]","0 [9]","0 [5]","3,909 [52]","14,407 [54]","31,930 [17]"
"1868","2009","Redwood Falls, Redwood, MN",0.3,"Gas",NA,"62.4 (1868)","$0.1 [23]","NA [NA]","0 [20]","1,375 [33]","1,375 [18]","10,669 [6]"
"1869","2243","Don Henry, Adams, NE",0.1,"Gas",NA,"62.3 (1869)","$0 [5]","NA [NA]","0 [20]","4,084 [53]","6,100 [42]","32,399 [17]"
"1870","1200","West Liberty, Muscatine, IA",0.1,"Oil",NA,"61.8 (1870)","$0 [16]","NA [NA]","0 [17]","1,586 [36]","1,765 [23]","62,830 [29]"
"1871","1615","Nantucket, Nantucket, MA",0,"Oil",NA,"61.7 (1871)","$0 [19]","NA [NA]","0 [19]","1,269 [32]","2,398 [28]","15,078 [10]"
"1872","1868","Dafter, Chippewa, MI",0,"Oil",NA,"61.7 (1872)","$0.1 [28]","NA [NA]","0 [23]","384 [13]","931 [13]","13,513 [8]"
"1873","2681","Greenport, Suffolk, NY",0,"Oil",NA,"61 (1873)","$0 [17]","NA [NA]","0 [8]","1,503 [35]","2,261 [26]","132,235 [46]"
"1874","7842","Freedom Power Project, Fayette, IL",1.5,"Gas",NA,"61 (1874)","$0 [11]","0 [13]","0 [27]","254 [7]","583 [8]","21,459 [13]"
